Country,Party,PartyName,Dimension,Scale,Mean,SD,N,Vote_Share,Election_Date
18,LDS,189,9,2,8.912281036,4.92907095,57,36.3,2000
18,LDS,189,10,1,16.81666756,3.159551859,60,36.3,2000
18,LDS,189,10,2,10.17241383,5.894207478,58,36.3,2000
18,LDS,189,11,1,4.288135529,2.580101967,59,36.3,2000
18,LDS,189,11,2,12.25862026,5.475817204,58,36.3,2000
18,LDS,189,12,1,10.41666698,5.00945425,60,36.3,2000
18,LDS,189,12,2,12.70689678,4.54223299,58,36.3,2000
18,LDS,189,13,1,7.849999905,2.910093546,60,36.3,2000
18,LDS,189,99,1,8.327586174,4.608870029,58,36.3,2000
68,LPF,190,1,1,16.2857151,2.21681881,21,5.7,2003
68,LPF,190,1,2,13.90476227,4.09761858,21,5.7,2003
68,LPF,190,2,1,8.8125,3.506541491,16,5.7,2003
68,LPF,190,2,2,7,4,18,5.7,2003
68,LPF,190,5,1,16.52631569,3.203616381,19,5.7,2003
68,LPF,190,5,2,8.444444656,4.395482063,18,5.7,2003
68,LPF,190,12,1,8.615385056,4.407162189,13,5.7,2003
68,LPF,190,12,2,11.61538506,4.717669964,13,5.7,2003
68,LPF,190,13,1,17.61904716,2.036570311,21,5.7,2003
68,LPF,190,17,1,11.27272701,5.569396973,11,5.7,2003
68,LPF,190,17,2,9.727272987,3.635681868,11,5.7,2003
68,LPF,190,19,1,18.31579018,1.416279674,19,5.7,2003
68,LPF,190,19,2,18.75,1.371706605,20,5.7,2003
68,LPF,190,22,1,16.42105293,2.873553514,19,5.7,2003
68,LPF,190,22,2,14.39999962,4.429565907,20,5.7,2003
68,LPF,190,23,1,14.07692337,5.007686615,13,5.7,2003
68,LPF,190,23,2,11.53846169,4.789143562,13,5.7,2003
68,LPF,190,24,1,15.83333302,2.791794777,18,5.7,2003
68,LPF,190,24,2,11.66666698,5.625571728,18,5.7,2003
68,LPF,190,99,1,18,3.128813505,20,5.7,2003
64,Lik,191,1,1,15.23333359,3.114851236,30,29.4,2003
64,Lik,191,1,2,13.79310322,4.021187782,29,29.4,2003
64,Lik,191,2,1,12.39999962,2.343001366,30,29.4,2003
64,Lik,191,2,2,7.310344696,3.864706993,29,29.4,2003
64,Lik,191,5,1,13.85185146,3.097191095,27,29.4,2003
64,Lik,191,5,2,6.185184956,4.0576334,27,29.4,2003
64,Lik,191,10,1,9,2.521337509,29,29.4,2003
64,Lik,191,10,2,11.48275852,3.077808619,29,29.4,2003
64,Lik,191,13,1,13.6896553,2.189315796,29,29.4,2003
64,Lik,191,13,2,15,NA,1,29.4,2003
64,Lik,191,22,1,16.63333321,2.539119244,30,29.4,2003
64,Lik,191,22,2,14.96551704,2.36768055,29,29.4,2003
64,Lik,191,29,1,13.0666666,2.664366722,30,29.4,2003
64,Lik,191,29,2,16.51724052,2.923069477,29,29.4,2003
64,Lik,191,30,1,13.66666698,2.745947838,30,29.4,2003
64,Lik,191,30,2,17.34482765,2.057666302,29,29.4,2003
64,Lik,191,99,1,13,4.497862816,27,29.4,2003
65,Pann,192,1,1,15.22500038,3.758665085,40,2.3,2001
65,Pann,192,1,2,11.19999981,5.552546024,40,2.3,2001
65,Pann,192,2,1,2.021276712,1.661447287,47,2.3,2001
65,Pann,192,2,2,18.22222137,3.592219353,45,2.3,2001
65,Pann,192,5,1,9.340909004,4.285959721,44,2.3,2001
65,Pann,192,5,2,9.642857552,4.388574123,42,2.3,2001
65,Pann,192,12,1,6.809523582,3.617289782,42,2.3,2001
65,Pann,192,12,2,10.52499962,4.212237835,40,2.3,2001
65,Pann,192,13,1,12,3.503245354,45,2.3,2001
65,Pann,192,17,1,6.341463566,4.531058311,41,2.3,2001
65,Pann,192,17,2,13.60000038,4.447989941,40,2.3,2001
65,Pann,192,19,1,5.066666603,2.535206556,45,2.3,2001
65,Pann,192,19,2,10.80000019,5.119481564,45,2.3,2001
65,Pann,192,22,1,17.78723335,2.311936617,47,2.3,2001
65,Pann,192,22,2,15.46808529,4.67114687,47,2.3,2001
65,Pann,192,23,1,5.341463566,3.127377033,41,2.3,2001
65,Pann,192,23,2,13.02499962,4.317451,40,2.3,2001
65,Pann,192,24,1,6.731707096,3.232834578,41,2.3,2001
65,Pann,192,24,2,12.82051277,4.051456928,39,2.3,2001
65,Pann,192,99,1,11.31999969,5.369756699,50,2.3,2001
65,It.Val.,193,1,1,8.636363983,2.421494722,33,3.9,2001
65,It.Val.,193,1,2,8.441176414,4.33583498,34,3.9,2001
65,It.Val.,193,2,1,9.92307663,3.428388357,26,3.9,2001
65,It.Val.,193,2,2,7.259259224,4.284072399,27,3.9,2001
65,It.Val.,193,5,1,8.333333015,2.711856604,33,3.9,2001
65,It.Val.,193,5,2,9.419354439,4.031329155,31,3.9,2001
65,It.Val.,193,12,1,9.064516068,3.345997334,31,3.9,2001
65,It.Val.,193,12,2,9.354838371,4.416245461,31,3.9,2001
65,It.Val.,193,13,1,10.08888912,2.304365635,45,3.9,2001
65,It.Val.,193,17,1,8.633333206,3.01128149,30,3.9,2001
65,It.Val.,193,17,2,10.0714283,4.387934208,28,3.9,2001
65,It.Val.,193,19,1,7.84375,2.941465139,32,3.9,2001
65,It.Val.,193,19,2,10.21875,3.866601229,32,3.9,2001
65,It.Val.,193,22,1,8.864865303,3.172469854,37,3.9,2001
65,It.Val.,193,22,2,9.272727013,4.550224781,33,3.9,2001
65,It.Val.,193,23,1,7.433333397,2.176414967,30,3.9,2001
65,It.Val.,193,23,2,10.5714283,4.003966331,28,3.9,2001
65,It.Val.,193,24,1,6.5,2.556263447,30,3.9,2001
65,It.Val.,193,24,2,11.53333378,4.431340694,30,3.9,2001
65,It.Val.,193,99,1,11.28888893,4.649644375,45,3.9,2001
10,LKD,194,1,1,9.105262756,3.125073195,19,3.1,2000
10,LKD,194,1,2,9.764705658,3.961209059,17,3.1,2000
10,LKD,194,2,1,18.42105293,3.716566324,19,3.1,2000
10,LKD,194,2,2,16.2631588,4.507304192,19,3.1,2000
10,LKD,194,3,1,10.15789509,3.730700731,19,3.1,2000
10,LKD,194,3,2,11.11111069,4.574724674,18,3.1,2000
10,LKD,194,4,1,15.57894707,3.388145924,19,3.1,2000
10,LKD,194,4,2,14.21052647,3.823595524,19,3.1,2000
10,LKD,194,5,1,10.44444466,3.293884277,18,3.1,2000
10,LKD,194,5,2,7.277777672,3.785507202,18,3.1,2000
10,LKD,194,7,1,13.27777767,3.642971516,18,3.1,2000
10,LKD,194,7,2,12.31578922,4.460351467,19,3.1,2000
10,LKD,194,8,1,15.83333302,3.899471998,18,3.1,2000
10,LKD,194,8,2,13.94736862,5.201214314,19,3.1,2000
10,LKD,194,9,1,15.89473724,3.314861059,19,3.1,2000
10,LKD,194,9,2,14.89473724,3.928453684,19,3.1,2000
10,LKD,194,10,1,3.526315689,2.855178833,19,3.1,2000
10,LKD,194,10,2,18.52631569,1.954152822,19,3.1,2000
10,LKD,194,11,1,13.23529434,2.68163681,17,3.1,2000
10,LKD,194,11,2,12.4117651,3.021978378,17,3.1,2000
10,LKD,194,12,1,10.6315794,4.205955029,19,3.1,2000
10,LKD,194,12,2,10.22222233,3.606457472,18,3.1,2000
10,LKD,194,13,1,13.21052647,3.489332199,19,3.1,2000
10,LKD,194,14,1,14.94736862,2.013114929,19,3.1,2000
10,LKD,194,14,2,12.47368431,3.641861916,19,3.1,2000
10,LKD,194,15,1,16.7368412,2.050531149,19,3.1,2000
10,LKD,194,15,2,14.27777767,4.239943981,18,3.1,2000
10,LKD,194,99,1,14.77777767,2.901430845,18,3.1,2000
10,LSDP,195,1,1,6.526315689,2.874570847,19,31.08,2000
10,LSDP,195,1,2,14.44999981,2.99956131,20,31.08,2000
10,LSDP,195,2,1,10.10000038,3.143916368,20,31.08,2000
10,LSDP,195,2,2,9.368420601,4.17945385,19,31.08,2000
10,LSDP,195,3,1,8.550000191,3.017056704,20,31.08,2000
10,LSDP,195,3,2,13.44999981,3.9930861,20,31.08,2000
10,LSDP,195,4,1,16.60000038,2.186080456,20,31.08,2000
10,LSDP,195,4,2,16.25,2.692582369,20,31.08,2000
10,LSDP,195,5,1,11.75,3.176807404,20,31.08,2000
10,LSDP,195,5,2,9.399999619,4.369752407,20,31.08,2000
10,LSDP,195,7,1,9.5,3.017492771,20,31.08,2000
10,LSDP,195,7,2,11.10526276,4.067414284,19,31.08,2000
10,LSDP,195,8,1,9.473684311,3.203616381,19,31.08,2000
10,LSDP,195,8,2,10.69999981,3.388836145,20,31.08,2000
10,LSDP,195,9,1,9.350000381,2.641271591,20,31.08,2000
10,LSDP,195,9,2,8.850000381,2.924938202,20,31.08,2000
10,LSDP,195,10,1,15.5,3.137212992,20,31.08,2000
10,LSDP,195,10,2,7.789473534,4.848584652,19,31.08,2000
10,LSDP,195,11,1,11.33333302,2.930569172,18,31.08,2000
10,LSDP,195,11,2,11.68421078,3.317506313,19,31.08,2000
10,LSDP,195,12,1,10.57894707,4.25983572,19,31.08,2000
10,LSDP,195,12,2,10.78947353,3.224540472,19,31.08,2000
10,LSDP,195,13,1,6.6842103,2.495610237,19,31.08,2000
10,LSDP,195,14,1,10.19999981,3.548164845,20,31.08,2000
10,LSDP,195,14,2,11.5,3.268671036,20,31.08,2000
10,LSDP,195,15,1,11.94999981,3.252124786,20,31.08,2000
10,LSDP,195,15,2,12.73684216,4.147852421,19,31.08,2000
10,LSDP,195,99,1,10.88888931,3.479162931,18,31.08,2000
66,LSAP,196,1,1,8.5,3.109126329,4,23.4,2004
66,LSAP,196,1,2,14.25,4.112987518,4,23.4,2004
66,LSAP,196,2,1,3.5,1,4,23.4,2004
66,LSAP,196,2,2,14.75,2.5,4,23.4,2004
66,LSAP,196,5,1,10.33333302,2.516611576,3,23.4,2004
66,LSAP,196,5,2,14,2.160246849,4,23.4,2004
66,LSAP,196,12,1,6.25,3.862210035,4,23.4,2004
66,LSAP,196,12,2,12,4.082482815,4,23.4,2004
66,LSAP,196,13,1,7.25,1.707825184,4,23.4,2004
66,LSAP,196,17,1,5,1.632993221,4,23.4,2004
66,LSAP,196,17,2,13.25,3.304038048,4,23.4,2004
66,LSAP,196,19,1,5.5,3.31662488,4,23.4,2004
66,LSAP,196,19,2,13.75,3.304038048,4,23.4,2004
66,LSAP,196,22,1,6.25,2.753785372,4,23.4,2004
66,LSAP,196,22,2,13,4.242640495,4,23.4,2004
66,LSAP,196,23,1,9.75,2.217355728,4,23.4,2004
66,LSAP,196,23,2,12.75,2.62995553,4,23.4,2004
66,LSAP,196,24,1,7.5,3.511884689,4,23.4,2004
66,LSAP,196,24,2,14.5,1.914854169,4,23.4,2004
66,LSAP,196,99,1,7,2.645751238,3,23.4,2004
67,MLP,197,1,1,10.71428585,2.429971695,7,47.5,2003
67,MLP,197,1,2,11.5,2.34520793,6,47.5,2003
67,MLP,197,2,1,13,2.886751413,7,47.5,2003
67,MLP,197,2,2,12,3.415650368,7,47.5,2003
67,MLP,197,4,1,5.571428776,2.935821533,7,47.5,2003
67,MLP,197,4,2,9.428571701,5.472877026,7,47.5,2003
67,MLP,197,5,1,14,5.033223152,7,47.5,2003
67,MLP,197,5,2,11.5714283,4.27617979,7,47.5,2003
67,MLP,197,12,1,11.28571415,4.070801735,7,47.5,2003
67,MLP,197,12,2,8.714285851,2.28868866,7,47.5,2003
67,MLP,197,13,1,9,1,7,47.5,2003
67,MLP,197,19,1,13.33333302,4.58984375,6,47.5,2003
67,MLP,197,19,2,8.714285851,5.648429871,7,47.5,2003
67,MLP,197,21,1,15.85714245,5.814595699,7,47.5,2003
67,MLP,197,21,2,10.4285717,8.100558281,7,47.5,2003
67,MLP,197,22,1,12,1.632993221,7,47.5,2003
67,MLP,197,22,2,11,3.31662488,7,47.5,2003
67,MLP,197,99,1,11,4.732863903,6,47.5,2003
64,Merz,198,1,1,7.199999809,3.111713171,30,5.2,2003
64,Merz,198,1,2,13.28571415,3.961454391,28,5.2,2003
64,Merz,198,2,1,2.266666651,1.387961388,30,5.2,2003
64,Merz,198,2,2,17.44827652,2.848385572,29,5.2,2003
64,Merz,198,5,1,4.551723957,1.919564843,29,5.2,2003
64,Merz,198,5,2,12.85714245,4.335164547,28,5.2,2003
64,Merz,198,10,1,19.27586174,1.065583348,29,5.2,2003
64,Merz,198,10,2,18.41379356,2.04445672,29,5.2,2003
64,Merz,198,13,1,4.379310131,2.411487341,29,5.2,2003
64,Merz,198,13,2,5,NA,1,5.2,2003
64,Merz,198,22,1,8.399999619,4.190300941,30,5.2,2003
64,Merz,198,22,2,13.27586174,3.473332644,29,5.2,2003
64,Merz,198,29,1,2.333333254,1.422317982,30,5.2,2003
64,Merz,198,29,2,18.79310417,1.372674942,29,5.2,2003
64,Merz,198,30,1,2.666666746,1.881549835,30,5.2,2003
64,Merz,198,30,2,18.65517235,2.52524209,29,5.2,2003
64,Merz,198,99,1,6.888888836,6.559393406,27,5.2,2003
74,MP,199,1,1,7.164179325,2.157418489,67,4.6,2002
74,MP,199,1,2,9.378787994,4.120362759,66,4.6,2002
74,MP,199,2,1,5.045454502,2.078696489,66,4.6,2002
74,MP,199,2,2,12.13636398,3.822550058,66,4.6,2002
74,MP,199,5,1,1.955223918,1.655412078,67,4.6,2002
74,MP,199,5,2,18.76119423,2.812793016,67,4.6,2002
74,MP,199,12,1,4.909090996,3.354571104,66,4.6,2002
74,MP,199,12,2,15.45454502,3.254260302,66,4.6,2002
74,MP,199,13,1,7.462686539,2.134339333,67,4.6,2002
74,MP,199,17,1,17.296875,2.99565649,64,4.6,2002
74,MP,199,17,2,16.046875,3.538583994,64,4.6,2002
74,MP,199,19,1,5.225806236,2.778249025,62,4.6,2002
74,MP,199,19,2,12.76666641,3.801724195,60,4.6,2002
74,MP,199,22,1,7.70149231,3.118930101,67,4.6,2002
74,MP,199,22,2,11.63636398,3.727801323,66,4.6,2002
74,MP,199,23,1,14.74545479,6.055967808,55,4.6,2002
74,MP,199,23,2,16.4821434,3.269645929,56,4.6,2002
74,MP,199,24,1,17.46969604,3.306030273,66,4.6,2002
74,MP,199,24,2,17.0615387,3.3535285,65,4.6,2002
74,MP,199,99,1,11.0666666,4.905433178,60,4.6,2002
76,MHP,200,1,1,8.615385056,4.21499157,26,8.3,2002
76,MHP,200,1,2,9.43999958,4.992327213,25,8.3,2002
76,MHP,200,2,1,18.92307663,2.057631254,26,8.3,2002
76,MHP,200,2,2,12.70370388,7.508020401,27,8.3,2002
76,MHP,200,4,1,4.814815044,3.951991081,27,8.3,2002
76,MHP,200,4,2,13.25925922,6.230153561,27,8.3,2002
76,MHP,200,5,1,14.56000042,5.066885948,25,8.3,2002
76,MHP,200,5,2,7.807692528,6.196897507,26,8.3,2002
76,MHP,200,9,1,19.7857151,0.498675495,28,8.3,2002
76,MHP,200,9,2,19.0357151,3.584763527,28,8.3,2002
76,MHP,200,10,1,9.555555344,4.272752285,27,8.3,2002
76,MHP,200,10,2,14.92592621,3.29248476,27,8.3,2002
76,MHP,200,12,1,16.57692337,4.734326363,26,8.3,2002
76,MHP,200,12,2,14.29629612,6.775605679,27,8.3,2002
76,MHP,200,13,1,18.4285717,1.854495525,28,8.3,2002
76,MHP,200,19,1,15.94736862,4.672302246,19,8.3,2002
76,MHP,200,19,2,12.05000019,6.236353397,20,8.3,2002
76,MHP,200,21,1,8.269230843,5.589688301,26,8.3,2002
76,MHP,200,21,2,11.84615421,5.009529591,26,8.3,2002
76,MHP,200,22,1,6.153846264,3.378666162,26,8.3,2002
76,MHP,200,22,2,12.35999966,4.442972183,25,8.3,2002
76,MHP,200,99,1,18.61538506,3.441824198,26,8.3,2002
74,M,201,1,1,17.68656731,1.689620376,67,15.2,2002
74,M,201,1,2,18.46268654,1.449434161,67,15.2,2002
74,M,201,2,1,12.68656731,3.614821911,67,15.2,2002
74,M,201,2,2,10.76119423,3.477588654,67,15.2,2002
74,M,201,5,1,16.11940384,2.440332651,67,15.2,2002
74,M,201,5,2,11.44776154,4.912209988,67,15.2,2002
74,M,201,12,1,10.51515198,4.272424698,66,15.2,2002
74,M,201,12,2,9.815384865,3.652449131,65,15.2,2002
74,M,201,13,1,17.19403076,1.45892036,67,15.2,2002
74,M,201,17,1,4.199999809,2.313006639,65,15.2,2002
74,M,201,17,2,13.12307739,4.299373627,65,15.2,2002
74,M,201,19,1,10.96923065,4.895690918,65,15.2,2002
74,M,201,19,2,10.92063522,4.11253643,63,15.2,2002
74,M,201,22,1,17.88059616,1.522780418,67,15.2,2002
74,M,201,22,2,18.26865578,1.552925825,67,15.2,2002
74,M,201,23,1,10.58181858,3.876285553,55,15.2,2002
74,M,201,23,2,11.35185146,3.635035992,54,15.2,2002
74,M,201,24,1,5.969696999,3.392161608,66,15.2,2002
74,M,201,24,2,14.24615383,3.182131529,65,15.2,2002
74,M,201,99,1,13.91803265,5.622262478,61,15.2,2002
6,MDS,202,1,1,16,NA,1,0.27,2002
6,MDS,202,1,2,11,NA,1,0.27,2002
6,MDS,202,2,1,18,NA,1,0.27,2002
6,MDS,202,2,2,14,NA,1,0.27,2002
6,MDS,202,3,1,15,NA,1,0.27,2002
6,MDS,202,3,2,7,NA,1,0.27,2002
6,MDS,202,4,1,15,NA,1,0.27,2002
6,MDS,202,4,2,12,NA,1,0.27,2002
6,MDS,202,5,1,11,NA,1,0.27,2002
6,MDS,202,5,2,8,NA,1,0.27,2002
6,MDS,202,6,1,12,NA,1,0.27,2002
6,MDS,202,6,2,12,NA,1,0.27,2002
6,MDS,202,7,1,11,NA,1,0.27,2002
6,MDS,202,7,2,14,NA,1,0.27,2002
6,MDS,202,8,1,10,NA,1,0.27,2002
6,MDS,202,8,2,6,NA,1,0.27,2002
6,MDS,202,9,1,17,NA,1,0.27,2002
6,MDS,202,9,2,16,NA,1,0.27,2002
6,MDS,202,10,1,13,NA,1,0.27,2002
6,MDS,202,10,2,10,NA,1,0.27,2002
6,MDS,202,11,1,11,NA,1,0.27,2002
6,MDS,202,11,2,6,NA,1,0.27,2002
6,MDS,202,12,1,4,NA,1,0.27,2002
6,MDS,202,12,2,17,NA,1,0.27,2002
6,MDS,202,13,1,12,NA,1,0.27,2002
6,MDS,202,99,1,5,NA,1,0.27,2002
59,MPF,203,1,1,15.60000038,3.466724873,45,0.8,2002
59,MPF,203,1,2,10.73809528,5.080135822,42,0.8,2002
59,MPF,203,2,1,18.29166603,2.378613234,48,0.8,2002
59,MPF,203,2,2,16.06666756,4.923967361,45,0.8,2002
59,MPF,203,5,1,14,3.178049803,41,0.8,2002
59,MPF,203,5,2,6.170731544,3.570031166,41,0.8,2002
59,MPF,203,12,1,11.89130402,4.571546078,46,0.8,2002
59,MPF,203,12,2,10.60000038,4.524679661,45,0.8,2002
59,MPF,203,19,1,17.19565201,2.125188351,46,0.8,2002
59,MPF,203,19,2,16.0714283,3.611586094,42,0.8,2002
59,MPF,203,25,1,2.914893627,2.205031633,47,0.8,2002
59,MPF,203,25,2,17.5,3.015464067,44,0.8,2002
59,MPF,203,26,1,4.822222233,3.537390471,45,0.8,2002
59,MPF,203,26,2,16.06666756,3.505839348,45,0.8,2002
4,DPS,204,1,1,9.909090996,4.592483997,11,10.4,2003
4,DPS,204,1,2,12.54545498,3.984059095,11,10.4,2003
4,DPS,204,2,1,11.44444466,4.275251865,9,10.4,2003
4,DPS,204,2,2,6.625,2.722262621,8,10.4,2003
4,DPS,204,3,1,12.19999981,3.994440556,10,10.4,2003
4,DPS,204,3,2,14.44444466,3.539460182,9,10.4,2003
4,DPS,204,4,1,17.89999962,2.0248456,10,10.4,2003
4,DPS,204,4,2,16.66666603,3.640054941,9,10.4,2003
4,DPS,204,5,1,13.63636398,2.460598707,11,10.4,2003
4,DPS,204,5,2,9,3.63318038,11,10.4,2003
4,DPS,204,6,1,6.454545498,3.531674862,11,10.4,2003
4,DPS,204,6,2,11,5.176871777,11,10.4,2003
4,DPS,204,7,1,7.300000191,4.547282696,10,10.4,2003
4,DPS,204,7,2,14.44444466,3.358240366,9,10.4,2003
4,DPS,204,8,1,12.10000038,4.817790985,10,10.4,2003
4,DPS,204,8,2,12,5.766281128,9,10.4,2003
4,DPS,204,9,1,8,5.163977623,10,10.4,2003
4,DPS,204,9,2,9.399999619,5.680375576,10,10.4,2003
4,DPS,204,10,1,15,5.385164738,9,10.4,2003
4,DPS,204,10,2,7.111111164,5.754225731,9,10.4,2003
4,DPS,204,11,1,16.63636398,2.941860914,11,10.4,2003
4,DPS,204,11,2,15.81818199,4.354725838,11,10.4,2003
4,DPS,204,12,1,11.5,4.672615051,10,10.4,2003
4,DPS,204,12,2,12.66666698,3.774917126,9,10.4,2003
4,DPS,204,13,1,9.090909004,3.080731869,11,10.4,2003
4,DPS,204,99,1,15.60000038,4.376706123,10,10.4,2003
17,HZDS,205,1,1,10.17647076,2.62762475,17,19.5,2002
17,HZDS,205,1,2,12.64705849,3.12132144,17,19.5,2002
17,HZDS,205,2,1,9.470588684,2.917996883,17,19.5,2002
17,HZDS,205,2,2,10.8125,4.053290844,16,19.5,2002
17,HZDS,205,3,1,12.17647076,2.899036407,17,19.5,2002
17,HZDS,205,3,2,14.5714283,3.005489588,14,19.5,2002
17,HZDS,205,4,1,14.88235283,3.638034344,17,19.5,2002
17,HZDS,205,4,2,13.0625,3.872445345,16,19.5,2002
17,HZDS,205,5,1,13.60000038,4.500793457,15,19.5,2002
17,HZDS,205,5,2,8.933333397,4.802776814,15,19.5,2002
17,HZDS,205,6,1,7.117647171,3.533453465,17,19.5,2002
17,HZDS,205,6,2,10.5882349,4.10881424,17,19.5,2002
17,HZDS,205,7,1,13.86666679,4.12079525,15,19.5,2002
17,HZDS,205,7,2,13,3.188521147,13,19.5,2002
17,HZDS,205,8,1,12.11764717,3.079820395,17,19.5,2002
17,HZDS,205,8,2,10.9375,3.837859631,16,19.5,2002
17,HZDS,205,9,1,13.82352924,3.79531455,17,19.5,2002
17,HZDS,205,9,2,15.6875,2.495829821,16,19.5,2002
17,HZDS,205,10,1,8.294117928,3.869184494,17,19.5,2002
17,HZDS,205,10,2,12.23529434,3.897585869,17,19.5,2002
17,HZDS,205,11,1,14.14285755,3.438629866,14,19.5,2002
17,HZDS,205,11,2,11,4.2583251,16,19.5,2002
17,HZDS,205,12,1,10.35294151,4.030216694,17,19.5,2002
17,HZDS,205,12,2,13.33333302,4.203173637,15,19.5,2002
17,HZDS,205,13,1,10.88235283,3.568654299,17,19.5,2002
17,HZDS,205,99,1,15.4285717,3.756313324,14,19.5,2002
1,PLL,206,1,1,16,2.828427076,2,4.03,2001
1,PLL,206,1,2,13.5,0.707106769,2,4.03,2001
1,PLL,206,2,1,14,2.645751238,3,4.03,2001
1,PLL,206,2,2,2.333333254,1.527525187,3,4.03,2001
1,PLL,206,3,1,17.5,3.535533905,2,4.03,2001
1,PLL,206,3,2,16.5,2.121320248,2,4.03,2001
1,PLL,206,4,1,18,1.732050776,3,4.03,2001
1,PLL,206,4,2,18.33333397,1.527525187,3,4.03,2001
1,PLL,206,5,1,11,3.464101553,3,4.03,2001
1,PLL,206,5,2,4.666666508,4.725815773,3,4.03,2001
1,PLL,206,6,1,19,1,3,4.03,2001
1,PLL,206,6,2,15.66666698,4.932882786,3,4.03,2001
1,PLL,206,7,1,12,7.07106781,2,4.03,2001
1,PLL,206,7,2,10,0,2,4.03,2001
1,PLL,206,8,1,13.5,2.121320248,2,4.03,2001
1,PLL,206,8,2,12.5,0.707106769,2,4.03,2001
1,PLL,206,9,1,19,1,3,4.03,2001
1,PLL,206,9,2,18,1.414213538,2,4.03,2001
1,PLL,206,10,1,12.66666698,8.504900932,3,4.03,2001
1,PLL,206,10,2,7.5,3.535533905,2,4.03,2001
1,PLL,206,11,1,7,4.242640495,2,4.03,2001
1,PLL,206,11,2,7,4.242640495,2,4.03,2001
1,PLL,206,12,1,9,1.414213538,2,4.03,2001
1,PLL,206,12,2,11.5,2.121320248,2,4.03,2001
1,PLL,206,13,1,17.66666603,2.081665993,3,4.03,2001
1,PLL,206,99,1,12,9.899495125,2,4.03,2001
65,MSFT,207,1,1,6.714285851,3.386871576,28,0.4,2001
65,MSFT,207,1,2,10.60714245,4.130637646,28,0.4,2001
65,MSFT,207,2,1,18.51515198,2.048188448,33,0.4,2001
65,MSFT,207,2,2,16.1935482,3.876590967,31,0.4,2001
65,MSFT,207,5,1,10.69565201,4.06128931,23,0.4,2001
65,MSFT,207,5,2,8.520000458,4.114202976,25,0.4,2001
65,MSFT,207,12,1,16.22857094,4.917469978,35,0.4,2001
65,MSFT,207,12,2,13.15151501,5.820874214,33,0.4,2001
65,MSFT,207,13,1,19.02272797,1.810674191,44,0.4,2001
65,MSFT,207,17,1,12.5,6.33771801,22,0.4,2001
65,MSFT,207,17,2,12.29166698,4.947368145,24,0.4,2001
65,MSFT,207,19,1,17.8571434,2.991584778,35,0.4,2001
65,MSFT,207,19,2,17,3.709120512,34,0.4,2001
65,MSFT,207,22,1,4.694444656,3.276055574,36,0.4,2001
65,MSFT,207,22,2,13.91666698,4.848416328,36,0.4,2001
65,MSFT,207,23,1,15.875,4.484878063,24,0.4,2001
65,MSFT,207,23,2,11.86363602,4.9018507,22,0.4,2001
65,MSFT,207,24,1,16.75862122,3.312909603,29,0.4,2001
65,MSFT,207,24,2,13.46666622,5.270172119,30,0.4,2001
65,MSFT,207,99,1,18.8292675,2.489000082,41,0.4,2001
6,NKL,209,1,1,6,NA,1,0,2002
6,NKL,209,1,2,17,NA,1,0,2002
6,NKL,209,2,1,20,NA,1,0,2002
6,NKL,209,2,2,20,NA,1,0,2002
6,NKL,209,3,1,6,NA,1,0,2002
6,NKL,209,3,2,5,NA,1,0,2002
6,NKL,209,4,1,1,NA,1,0,2002
6,NKL,209,4,2,20,NA,1,0,2002
6,NKL,209,5,1,5,NA,1,0,2002
6,NKL,209,5,2,20,NA,1,0,2002
6,NKL,209,6,1,20,NA,1,0,2002
6,NKL,209,6,2,20,NA,1,0,2002
6,NKL,209,7,1,20,NA,1,0,2002
6,NKL,209,7,2,20,NA,1,0,2002
6,NKL,209,8,1,17,NA,1,0,2002
6,NKL,209,8,2,20,NA,1,0,2002
6,NKL,209,9,1,20,NA,1,0,2002
6,NKL,209,9,2,20,NA,1,0,2002
6,NKL,209,10,1,8,NA,1,0,2002
6,NKL,209,10,2,14,NA,1,0,2002
6,NKL,209,11,1,10,NA,1,0,2002
6,NKL,209,11,2,18,NA,1,0,2002
6,NKL,209,12,1,18,NA,1,0,2002
6,NKL,209,12,2,20,NA,1,0,2002
6,NKL,209,13,1,20,NA,1,0,2002
6,NKL,209,99,1,1,NA,1,0,2002
60,NPD,210,1,1,9,3.820025206,28,0.45,2002
60,NPD,210,1,2,7.709677219,4.920660973,31,0.45,2002
60,NPD,210,2,1,18.90163994,2.300035715,61,0.45,2002
60,NPD,210,2,2,16,4.839233398,56,0.45,2002
60,NPD,210,5,1,14.73333359,3.685323477,30,0.45,2002
60,NPD,210,5,2,6.28125,4.034003735,32,0.45,2002
60,NPD,210,12,1,15.39999962,4.434711456,25,0.45,2002
60,NPD,210,12,2,8.814814568,6.000237465,27,0.45,2002
60,NPD,210,13,1,19.66666603,0.62257278,87,0.45,2002
60,NPD,210,17,1,17.34210587,3.596366882,38,0.45,2002
60,NPD,210,17,2,11.94594574,5.797250271,37,0.45,2002
60,NPD,210,19,1,19.82608604,0.483751327,69,0.45,2002
60,NPD,210,19,2,19.21739197,2.571732998,69,0.45,2002
60,NPD,210,23,1,14.79310322,6.427504063,29,0.45,2002
60,NPD,210,23,2,9.166666985,5.925301075,30,0.45,2002
60,NPD,210,24,1,18.4821434,2.296171188,56,0.45,2002
60,NPD,210,24,2,15.5,4.705895901,56,0.45,2002
60,NPD,210,99,1,19.8571434,0.642713726,84,0.45,2002
53,FN,211,1,1,15.090909,3.78033185,11,2,2003
